"","lon","lat"
"3527",-74.005973,40.714269
"3528",NA,NA
"3529",NA,NA
"3530",-71.05977,42.35843
"3531",-98.5,39.76
"3532",-120.50139,44.00013
"3533",NA,NA
"3534",-1.8980725,52.4813678
"3535",-77.44675,37.54812
"3536",NA,NA
"3537",NA,NA
"3538",-73.992602,40.742185
"3539",NA,NA
"3540",NA,NA
"3541",-84.47405,33.844371
"3542",-118.021353,35.125624
"3543",-155.830552,20.237312
"3544",-76.904972,38.885867
"3545",-98.5,39.76
"3546",NA,NA
"3547",NA,NA
"3548",NA,NA
"3549",-2.9611,53.4308
"3550",NA,NA
"3551",-77.995133,40.696298
"3552",-98.5,39.76
"3553",-72.604842,42.170731
"3554",-77.036366,38.895112
"3555",-156.216944,20.894444
"3556",NA,NA
"3557",-113.64258,60.10867
"3558",NA,NA
"3559",NA,NA
"3560",NA,NA
"3561",-83.060184,42.347021
"3562",NA,NA
"3563",-8,53
"3564",-74.49987,40.16706
"3565",NA,NA
"3566",-71.30423,42.80064
"3567",NA,NA
"3568",NA,NA
"3569",NA,NA
"3570",-46.63611,-23.5475
"3571",-71.026964,42.370567
"3572",-71.66131,42.83266
"3573",-118.021353,35.125624
"3574",-98.5,39.76
"3575",-99.12766,19.42847
"3576",-51.23,-30.03306
"3577",-118.491191,34.019454
"3578",-71.026964,42.370567
"3579",-84.08333,9.93333
"3580",-7.41667,54.36111
"3581",-71.49978,41.75038
"3582",-71.026964,42.370567
"3583",NA,NA
"3584",-102.41075,34.23314
"3585",NA,NA
"3586",NA,NA
"3587",NA,NA
"3588",NA,NA
"3589",NA,NA
"3590",-84.64967,39.15811
"3591",NA,NA
"3592",-79.409117,36.070864
"3593",-115.13722,36.17497
"3594",NA,NA
"3595",-118.256048,35.543523
"3596",13.41377,52.5233
"3597",-71.24783,42.06538
"3598",-78.210376,43.280191
"3599",-106.484592,31.763608
"3600",NA,NA
"3601",NA,NA
"3602",-71.10832,42.36565
"3603",-72.74983,44.00034
"3604",-71.026964,42.370567
"3605",-71.026964,42.370567
"3606",-71.072501,42.792639
"3607",-71.026964,42.370567
"3608",-5.66388,40.96882
"3609",-83.783313,32.089245
"3610",NA,NA
"3611",16.3538,63.1104
"3612",174,-42
"3613",-98.5,39.76
"3614",39.1843,51.67204
"3615",-102.86822,46.53918
"3616",-71.007578,41.639261
"3617",-71.24783,42.06538
"3618",NA,NA
"3619",NA,NA
"3620",NA,NA
"3621",NA,NA
"3622",NA,NA
"3623",NA,NA
"3624",NA,NA
"3625",-71.24783,42.06538
"3626",-80.239996,25.728662
"3627",-75.69812,45.41117
"3628",NA,NA
"3629",NA,NA
"3630",-102,23
"3631",-122.87655,43.94155
"3632",-111.50098,34.5003
"3633",NA,NA
"3634",-71.4998,43.66702
"3635",NA,NA
"3636",-77.492834,37.626617
"3637",NA,NA
"3638",-88.19631,43.443839
"3639",NA,NA
"3640",NA,NA
"3641",NA,NA
"3642",NA,NA
"3643",NA,NA
"3644",-112.07404,33.44838
"3645",-72.774538,42.302867
"3646",NA,NA
"3647",NA,NA
"3648",NA,NA
"3649",-118.248405,33.973951
"3650",-81.444531,41.658653
"3651",NA,NA
"3652",7.77161,49.443
"3653",NA,NA
"3654",NA,NA
"3655",-73.3515,42.90119
"3656",-77.036366,38.895112
"3657",NA,NA
"3658",72.83023,21.19594
"3659",-73.83373,43.3234
"3660",NA,NA
"3661",-121.29078,37.9577
"3662",-86.2604,39.8647
"3663",-71.10832,42.36565
"3664",-67.883074,44.538526
"3665",NA,NA
"3666",NA,NA
"3667",-71.879415,42.265275
"3668",NA,NA
"3669",NA,NA
"3670",NA,NA
"3671",NA,NA
"3672",-75.60623,1.61438
"3673",NA,NA
"3674",-92.93028,17.98689
"3675",4.35556,52.00667
"3676",NA,NA
"3677",-91.5578,33.981735
"3678",-91.5578,33.981735
"3679",-61.32465,10.08413
"3680",NA,NA
"3681",-98.5,39.76
"3682",NA,NA
"3683",NA,NA
"3684",-71.4998,43.66702
"3685",NA,NA
"3686",77,20
"3687",NA,NA
"3688",-81.024864,33.987454
"3689",NA,NA
"3690",-65.99878,46.5001
"3691",-2.44926,52.67659
"3692",-90.25,15.5
"3693",-71.24783,42.06538
"3694",-118.021353,35.125624
"3695",-98.528889,29.468413
"3696",-117.937007,34.066964
"3697",-102.86822,46.53918
"3698",-83.766709,39.674084
"3699",-6.87,33.77
"3700",-112.3496,33.4356
"3701",-98.5,39.76
"3702",-89.990415,35.169255
"3703",-71.026964,42.370567
"3704",NA,NA
"3705",NA,NA
"3706",NA,NA
"3707",NA,NA
"3708",48.0129,36.0785
"3709",NA,NA
"3710",-73.970812,42.614852
"3711",-76.877743,38.833563
"3712",-76.38992,37.072658
"3713",-94.281892,37.412828
"3714",NA,NA
"3715",-74.938259,39.80237
"3716",NA,NA
"3717",-118.021353,35.125624
"3718",-122.317148,47.212822
"3719",-96.325984,30.609093
"3720",-104.526328,38.984206
"3721",-116.055617,33.752886
"3722",NA,NA
"3723",-99.25061,31.25044
"3724",-102.86822,46.53918
"3725",-97.14704,49.8844
"3726",NA,NA
"3727",NA,NA
"3728",-98.5,39.76
"3729",-111.726341,33.242286
"3730",NA,NA
"3731",NA,NA
"3732",-78.761973,41.248672
"3733",-76.1496,45.1953
"3734",11.5,12
"3735",NA,NA
"3736",NA,NA
"3737",NA,NA
"3738",0.2,48
"3739",NA,NA
"3740",NA,NA
"3741",-71.70785,42.23343
"3742",-64,-34
"3743",NA,NA
"3744",-71.026964,42.370567
"3745",NA,NA
"3746",-77.1397222,38.2113889
"3747",NA,NA
"3748",NA,NA
"3749",NA,NA
"3750",-122.727802,37.784827
"3751",NA,NA
"3752",NA,NA
"3753",37,-0.75
"3754",NA,NA
"3755",-104.65756,24.02032
"3756",NA,NA
"3757",NA,NA
"3758",NA,NA
"3759",NA,NA
"3760",-97.291484,32.771419
"3761",-79.012985,36.934733
"3762",NA,NA
"3763",NA,NA
"3764",-70.86534,43.26175
"3765",-0.1278328,51.5072648
"3766",-71.026964,42.370567
"3767",NA,NA
"3768",-87.97643,41.875379
"3769",-98.5,39.76
"3770",-71.065287,42.382588
"3771",NA,NA
"3772",-71.026964,42.370567
"3773",NA,NA
"3774",-72.66648,41.66704
"3775",NA,NA
"3776",10.5,51.5
"3777",NA,NA
"3778",NA,NA
"3779",-81.310355,28.879389
"3780",-73.992602,40.742185
"3781",-78.210376,43.280191
"3782",-71.4998,43.66702
"3783",NA,NA
"3784",-75.327282,39.890962
"3785",-122.161951,48.049576
"3786",NA,NA
"3787",NA,NA
"3788",-87.161081,30.59936
"3789",-2.11667,49.21667
"3790",-122.48175,44.39735
"3791",-71.49978,41.75038
"3792",NA,NA
"3793",NA,NA
"3794",NA,NA
"3795",-0.37739,39.46975
"3796",-83.00018,40.25034
"3797",-97.1382,31.552011
"3798",NA,NA
"3799",NA,NA
"3800",NA,NA
"3801",NA,NA
"3802",NA,NA
"3803",-82.164013,35.447916
"3804",-83.384209,42.333901
"3805",NA,NA
"3806",-71.026964,42.370567
"3807",NA,NA
"3808",-102,23
"3809",141.81667,-36.21667
"3810",NA,NA
"3811",NA,NA
"3812",-82.53905,38.987019
"3813",10.5,51.5
"3814",NA,NA
"3815",NA,NA
"3816",-111.75103,39.25024
"3817",-71.10832,42.36565
"3818",-71.026964,42.370567
"3819",-83.00018,40.25034
"3820",-71.026964,42.370567
"3821",NA,NA
"3822",-76.208521,36.895911
"3823",-73.220989,40.80178
"3824",NA,NA
"3825",NA,NA
"3826",NA,NA
"3827",-70.638717,41.886207
"3828",-100.25069,44.50026
"3829",-0.1278328,51.5072648
"3830",-7.25222,52.65417
"3831",-98.5,39.76
"3832",NA,NA
"3833",NA,NA
"3834",NA,NA
"3835",NA,NA
"3836",-71.026964,42.370567
"3837",-106.651137,35.084491
"3838",NA,NA
"3839",31.24967,30.06263
"3840",NA,NA
"3841",-84,10
"3842",-99.12766,19.42847
"3843",-71.24783,42.06538
"3844",NA,NA
"3845",NA,NA
"3846",NA,NA
"3847",NA,NA
"3848",NA,NA
"3849",NA,NA
"3850",NA,NA
"3851",-86.2604,39.8647
"3852",NA,NA
"3853",NA,NA
"3854",-78.48056,35.78765
"3855",-67.883074,44.538526
"3856",NA,NA
"3857",-2.69531,54.75844
"3858",NA,NA
"3859",NA,NA
"3860",NA,NA
"3861",-92.202044,44.15121
"3862",NA,NA
"3863",-81.69541,41.4995
"3864",-2.69531,54.75844
"3865",-80.804151,35.26002
"3866",NA,NA
"3867",NA,NA
"3868",-72.66648,41.66704
"3869",-85.50033,44.25029
"3870",NA,NA
"3871",-80.127909,26.121323
"3872",-98.5,39.76
"3873",-70.2005,41.66861
"3874",-71.24783,42.06538
"3875",NA,NA
"3876",-71.059365,42.351047
"3877",-120.50139,44.00013
"3878",-5.86112,43.36662
"3879",NA,NA
"3880",-82.994329,39.94367
"3881",NA,NA
"3882",-97.00049,55.00019
"3883",NA,NA
"3884",NA,NA
"3885",-70.86534,43.26175
"3886",-93.753628,41.630449
"3887",NA,NA
"3888",NA,NA
"3889",NA,NA
"3890",NA,NA
"3891",-117.885359,35.187133
"3892",NA,NA
"3893",-98.841712,42.911088
"3894",NA,NA
"3895",NA,NA
"3896",-77.036366,38.895112
"3897",-97.74306,30.26715
"3898",NA,NA
"3899",-99.25061,31.25044
"3900",-73.992602,40.742185
"3901",-84.5603,43.3504
"3902",-83.21104,42.25754
"3903",NA,NA
"3904",NA,NA
"3905",-82.815832,34.681567
"3906",-71.026964,42.370567
"3907",NA,NA
"3908",NA,NA
"3909",NA,NA
"3910",-1.2,8.1
"3911",NA,NA
"3912",-81.667486,41.489381
"3913",-89.25037,40.00032
"3914",NA,NA
"3915",-77.294978,37.283482
"3916",28.25,-29.5
"3917",-99.25061,31.25044
"3918",-82.582035,27.996097
"3919",9.14062,48.69096
"3920",-83.00018,40.25034
"3921",-71.33283,42.00427
"3922",-95.309789,29.813142
"3923",NA,NA
"3924",NA,NA
"3925",-71.026964,42.370567
"3926",-73.989319,40.694481
"3927",NA,NA
"3928",NA,NA
"3929",NA,NA
"3930",-73.992602,40.742185
"3931",-72.66648,41.66704
"3932",-5,32
"3933",-84.38798,33.749
"3934",-120.50139,44.00013
"3935",NA,NA
"3936",-71.2398,42.388938
"3937",NA,NA
"3938",NA,NA
"3939",NA,NA
"3940",NA,NA
"3941",-75.97798,36.85293
"3942",-71.026964,42.370567
"3943",NA,NA
"3944",NA,NA
"3945",NA,NA
"3946",NA,NA
"3947",121.0509,14.6488
"3948",-76.61632,39.44307
"3949",-98.5,39.76
"3950",NA,NA
"3951",-71.20089,42.78842
"3952",-71.218373,42.013182
"3953",-104.9847,39.73915
"3954",NA,NA
"3955",-102,23
"3956",-71.15228,42.47926
"3957",-75.163789,39.952335
"3958",NA,NA
"3959",-97.14667,31.54933
"3960",-71.026964,42.370567
"3961",NA,NA
"3962",NA,NA
"3963",NA,NA
"3964",NA,NA
"3965",NA,NA
"3966",-77.44675,37.54812
"3967",-98.16376,26.315419
"3968",NA,NA
"3969",NA,NA
"3970",-79.950968,40.47441
"3971",NA,NA
"3972",NA,NA
"3973",NA,NA
"3974",-74.005973,40.714269
"3975",NA,NA
"3976",-93.235798,36.660981
"3977",-117.170912,32.724103
"3978",NA,NA
"3979",-70.638717,41.886207
"3980",-71.519879,41.82744
"3981",NA,NA
"3982",NA,NA
"3983",NA,NA
"3984",-98.5,39.76
"3985",NA,NA
"3986",NA,NA
"3987",NA,NA
"3988",-71.013202,43.005895
"3989",-101.426147,36.729713
"3990",-97.507599,35.58672
"3991",-98.5,39.76
"3992",NA,NA
"3993",-121.176622,38.814428
"3994",-87.658544,41.902042
"3995",NA,NA
"3996",-74.232635,39.57119
"3997",NA,NA
"3998",NA,NA
"3999",NA,NA
"4000",NA,NA
"4001",-71.24783,42.06538
"4002",NA,NA
"4003",NA,NA
"4004",NA,NA
"4005",NA,NA
"4006",-85.657669,36.354002
"4007",NA,NA
"4008",NA,NA
"4009",-98.5,39.76
"4010",NA,NA
"4011",NA,NA
"4012",NA,NA
"4013",-71.24783,42.06538
"4014",-93.50049,42.00027
"4015",NA,NA
"4016",-119.7462,36.17
"4017",-71.414451,41.82275
"4018",NA,NA
"4019",-99.25061,31.25044
"4020",-99.25061,31.25044
"4021",-158.2175,21.469444
"4022",NA,NA
"4023",-71.010185,42.545497
"4024",-118.248405,33.973951
"4025",NA,NA
"4026",-87.658544,41.902042
"4027",NA,NA
"4028",NA,NA
"4029",NA,NA
"4030",-72.08239,46.00006
"4031",NA,NA
"4032",NA,NA
"4033",80.27847,13.08784
"4034",-74.005973,40.714269
"4035",NA,NA
"4036",NA,NA
"4037",-89.912079,30.744198
"4038",-71.026964,42.370567
"4039",-95.36327,29.76328
"4040",139.69171,35.6895
"4041",NA,NA
"4042",-122.82509,49.10635
"4043",-98.5,39.76
"4044",-118.021353,35.125624
"4045",-97.507599,35.58672
"4046",-71.05977,42.35843
"4047",-71.107172,42.537065
"4048",NA,NA
"4049",10,62
"4050",-0.70312,52.16045
"4051",-122.76375,47.27482
"4052",NA,NA
"4053",-77.036366,38.895112
"4054",NA,NA
"4055",-98.5,39.76
"4056",-99.25061,31.25044
"4057",-77.036366,38.895112
"4058",-76.78333,20.98333
"4059",NA,NA
"4060",NA,NA
"4061",-98.5,39.76
"4062",-90.039451,30.36218
"4063",NA,NA
"4064",NA,NA
"4065",NA,NA
"4066",-80.239996,25.728662
"4067",NA,NA
"4068",-118.021353,35.125624
"4069",NA,NA
"4070",-0.70312,52.16045
"4071",-97.39785,35.466383
"4072",NA,NA
"4073",-99.25061,31.25044
"4074",-71.27786,42.88973
"4075",NA,NA
"4076",-118.021353,35.125624
"4077",NA,NA
"4078",NA,NA
"4079",NA,NA
"4080",NA,NA
"4081",-71.012647,42.413709
"4082",NA,NA
"4083",125.52802,3.68321
"4084",NA,NA
"4085",0.55292,51.87819
"4086",-74.19126,40.80482
"4087",-71.2483333,42.0652778
"4088",NA,NA
"4089",-98.5,39.76
"4090",-73.807881,42.619764
"4091",-98.5,39.76
"4092",NA,NA
"4093",-82.573222,41.204562
"4094",-118.24368,34.05223
"4095",NA,NA
"4096",-118.296879,39.479393
"4097",NA,NA
"4098",NA,NA
"4099",-77.44675,37.54812
"4100",-71.026964,42.370567
"4101",NA,NA
"4102",8.53333,52.03333
"4103",-95.309789,29.813142
"4104",-87.650052,41.850033
"4105",-70.867246,42.777524
"4106",NA,NA
"4107",NA,NA
"4108",NA,NA
"4109",NA,NA
"4110",NA,NA
"4111",NA,NA
"4112",NA,NA
"4113",NA,NA
"4114",NA,NA
"4115",-80.242787,26.61092
"4116",NA,NA
"4117",-82.5001,28.75054
"4118",NA,NA
"4119",-74.005973,40.714269
"4120",NA,NA
"4121",-74.005973,40.714269
"4122",NA,NA
"4123",-70.569593,41.812208
"4124",-71.4998,43.66702
"4125",-117.469,52.28333
"4126",-73.58781,45.50884
"4127",-98.5,39.76
"4128",NA,NA
"4129",NA,NA
"4130",NA,NA
"4131",NA,NA
"4132",-88.320768,42.203618
"4133",NA,NA
"4134",-99.25061,31.25044
"4135",-85.50033,44.25029
"4136",NA,NA
"4137",-102,23
"4138",-84.076154,39.764189
"4139",-71.026964,42.370567
"4140",NA,NA
"4141",-71.05977,42.35843
"4142",-81.65565,30.33218
"4143",-59.13676,8.0437
"4144",-102.86822,46.53918
"4145",NA,NA
"4146",-0.15778,51.52322
"4147",-83.04575,42.33143
"4148",NA,NA
"4149",NA,NA
"4150",33.5064,39.8453
"4151",35.9667,38.9667
"4152",-56.63137,51.6168
"4153",-91.79444,14.96389
"4154",NA,NA
"4155",-94.57857,39.09973
"4156",NA,NA
"4157",NA,NA
"4158",NA,NA
"4159",NA,NA
"4160",-98.5,39.76
"4161",NA,NA
"4162",-77.036366,38.895112
"4163",-74.005973,40.714269
"4164",-71.24783,42.06538
"4165",-114.0023,58.63352
"4166",-71.10832,42.36565
"4167",-80.186714,25.890095
"4168",NA,NA
"4169",17.10674,48.14816
"4170",NA,NA
"4171",NA,NA
"4172",NA,NA
"4173",-122.727802,37.784827
"4174",NA,NA
"4175",-76.39216,35.87044
"4176",NA,NA
"4177",-71.610189,44.363681
"4178",-73.992602,40.742185
"4179",-74.170037,40.376408
"4180",-98.5,39.76
"4181",NA,NA
"4182",NA,NA
"4183",170.58333,-45.71667
"4184",NA,NA
"4185",NA,NA
"4186",-112.36656,34.14031
"4187",NA,NA
"4188",-156.32301,20.914258
"4189",107,27
"4190",-54.95,-34.96667
"4191",-0.1278328,51.5072648
"4192",-85.50033,44.25029
"4193",-71.24783,42.06538
"4194",-111.996328,40.659947
"4195",NA,NA
"4196",-98.5,39.76
"4197",NA,NA
"4198",-80.430269,26.645895
"4199",-71.026964,42.370567
"4200",-98.5,39.76
"4201",-71.05977,42.35843
"4202",-71.05977,42.35843
"4203",NA,NA
"4204",-99.5,19.33333
"4205",10.5,51.5
"4206",-8,53
"4207",-84,10
"4208",-81.373291,28.545179
"4209",-71.399086,41.857681
"4210",NA,NA
"4211",NA,NA
"4212",-71.414451,41.82275
"4213",-80.19366,25.77427
"4214",-80.19366,25.77427
"4215",NA,NA
"4216",NA,NA
"4217",NA,NA
"4218",-82.879345,40.019231
"4219",-118.240208,33.874815
"4220",-80.127909,26.121323
"4221",-99.12766,19.42847
"4222",-97.771258,30.326374
"4223",NA,NA
"4224",-84.989796,34.801861
"4225",-71.4998,43.66702
"4226",NA,NA
"4227",-71.414451,41.82275
"4228",-73.970812,42.614852
"4229",NA,NA
"4230",7,6.33333
"4231",-74.306284,40.236423
"4232",NA,NA
"4233",NA,NA
"4234",NA,NA
"4235",NA,NA
"4236",-98.5,39.76
"4237",NA,NA
"4238",NA,NA
"4239",10,62
"4240",-78.435416,35.633257
"4241",NA,NA
"4242",-55,-10
"4243",-99.25061,31.25044
"4244",NA,NA
"4245",-79.495329,40.219809
"4246",NA,NA
"4247",-86.778098,36.165688
"4248",NA,NA
"4249",10.5,51.5
"4250",NA,NA
"4251",-84.53822,39.166759
"4252",NA,NA
"4253",NA,NA
"4254",NA,NA
"4255",NA,NA
"4256",NA,NA
"4257",-98.5,39.76
"4258",NA,NA
"4259",NA,NA
"4260",16.73707,-29.02006
"4261",-86.327117,40.767949
"4262",NA,NA
"4263",NA,NA
"4264",-77.995133,40.696298
"4265",-80.804151,35.26002
"4266",-2,54
"4267",NA,NA
"4268",NA,NA
"4269",-71.4998,43.66702
"4270",-76.746769,37.310451
"4271",-117.906736,34.097345
"4272",-104.946561,39.899671
"4273",NA,NA
"4274",-105.50083,39.00027
"4275",NA,NA
"4276",NA,NA
"4277",8.75,52.33333
"4278",NA,NA
"4279",NA,NA
"4280",NA,NA
"4281",NA,NA
"4282",-72.89986,41.34882
"4283",-91.73487,36.41423
"4284",-71.26561,42.09538
"4285",-2,54
"4286",-83.171563,37.725369
"4287",NA,NA
"4288",-84.156384,31.744436
"4289",8.78492,50.32005
"4290",-71.132947,42.380442
"4291",-102.86822,46.53918
"4292",-71.10832,42.36565
"4293",NA,NA
"4294",-74.79988,40.26983
"4295",NA,NA
"4296",NA,NA
"4297",NA,NA
"4298",-70.912202,42.301691
"4299",9.14062,48.69096
"4300",-43.2075,-22.90278
"4301",NA,NA
"4302",NA,NA
"4303",-94.25055,46.25024
"4304",NA,NA
"4305",NA,NA
"4306",-72.93566,41.52232
"4307",NA,NA
"4308",NA,NA
"4309",-76.208521,36.895911
"4310",-4,56
"4311",NA,NA
"4312",-71.4998,43.66702
"4313",8.55,47.36667
"4314",NA,NA
"4315",-71.01199,42.40843
"4316",NA,NA
"4317",-98.5,39.76
"4318",NA,NA
"4319",-93.11485,16.75469
"4320",NA,NA
"4321",-72.07591,41.52426
"4322",NA,NA
"4323",NA,NA
"4324",-75.56359,6.25184
"4325",NA,NA
"4326",-118.021353,35.125624
"4327",NA,NA
"4328",-71.05977,42.35843
"4329",NA,NA
"4330",151.77647,-32.92715
"4331",-67.859167,44.507856
"4332",NA,NA
"4333",-71.10832,42.36565
"4334",NA,NA
"4335",-75.163789,39.952335
"4336",-71.026964,42.370567
"4337",NA,NA
"4338",-77.3418,38.96146
"4339",11.64293,48.19253
"4340",NA,NA
"4341",NA,NA
"4342",-118.021353,35.125624
"4343",NA,NA
"4344",-99.23963,19.47851
"4345",NA,NA
"4346",NA,NA
"4347",-73.992602,40.742185
"4348",-2.69531,54.75844
"4349",12.66664,-4.19834
"4350",-83.50018,32.75042
"4351",NA,NA
"4352",-119.020562,35.384337
"4353",NA,NA
"4354",-71.636786,41.694251
"4355",NA,NA
"4356",NA,NA
"4357",NA,NA
"4358",-90.046738,29.944926
"4359",-81.39314,30.29469
"4360",NA,NA
"4361",-122.727802,37.784827
"4362",-67.859167,44.507856
"4363",-94.529129,36.74432
"4364",-96.240533,32.370699
"4365",-98.5,39.76
"4366",-119.020562,35.384337
"4367",-99.25061,31.25044
"4368",-72.66648,41.66704
"4369",-71.440409,42.320169
"4370",-98.5,39.76
"4371",-74.08175,4.60971
"4372",NA,NA
"4373",NA,NA
"4374",-71.05977,42.35843
"4375",-119.079869,34.227855
"4376",-71.026964,42.370567
"4377",NA,NA
"4378",-97.989155,26.158623
"4379",-71.5653,43.4108
"4380",-75.008665,39.495524
"4381",-71.10227,42.1251
"4382",NA,NA
"4383",NA,NA
"4384",-6.0333311,54.2166524
"4385",15.273,37.08515
"4386",NA,NA
"4387",NA,NA
"4388",-73.992602,40.742185
"4389",-77.282223,39.135512
"4390",NA,NA
"4391",NA,NA
"4392",-90.2383,38.65769
"4393",NA,NA
"4394",NA,NA
"4395",-112.07404,33.44838
"4396",NA,NA
"4397",-88.47643,32.82819
"4398",-8.54569,42.88052
"4399",NA,NA
"4400",-84.413259,33.572611
"4401",NA,NA
"4402",NA,NA
"4403",NA,NA
"4404",-106.08333,28.63333
"4405",-76.74241,39.26461
"4406",-70.981679,42.378447
"4407",-97.32085,32.72541
"4408",NA,NA
"4409",10.68729,53.86893
"4410",NA,NA
"4411",-122.977963,45.458397
"4412",-71.026964,42.370567
"4413",NA,NA
"4414",-73.989319,40.694481
"4415",-98.34557,26.6495
"4416",NA,NA
"4417",-122.272556,37.496461
"4418",NA,NA
"4419",-70.303537,41.704506
"4420",NA,NA
"4421",NA,NA
"4422",NA,NA
"4423",-118.298662,33.786594
"4424",-71.005192,42.202216
"4425",NA,NA
"4426",NA,NA
"4427",139.75309,35.68536
"4428",-74.49987,40.16706
"4429",-5,32
"4430",NA,NA
"4431",-115.14666,36.09719
"4432",-5,32
"4433",NA,NA
"4434",-105.630189,41.308757
"4435",-98.88374,19.51158
"4436",NA,NA
"4437",NA,NA
"4438",-71.05977,42.35843
"4439",NA,NA
"4440",-98.5,39.76
"4441",-98.49363,29.42412
"4442",NA,NA
"4443",NA,NA
"4444",NA,NA
"4445",-85.549093,44.335278
"4446",NA,NA
"4447",NA,NA
"4448",-71.026964,42.370567
"4449",NA,NA
"4450",NA,NA
"4451",NA,NA
"4452",NA,NA
"4453",10.90093,63.44582
"4454",NA,NA
"4455",9.18951,45.46427
"4456",-67.883074,44.538526
"4457",36.81667,-1.28333
"4458",-71.026964,42.370567
"4459",NA,NA
"4460",NA,NA
"4461",NA,NA
"4462",-121.812301,37.996501
"4463",NA,NA
"4464",-98.5,39.76
"4465",NA,NA
"4466",-98.5,39.76
"4467",NA,NA
"4468",NA,NA
"4469",-71.026964,42.370567
"4470",NA,NA
"4471",-119.813051,39.525749
"4472",-117.84653,42.28183
"4473",-70.344216,43.541195
"4474",NA,NA
"4475",NA,NA
"4476",-73.86641,40.84985
"4477",-122.41942,37.77493
"4478",NA,NA
"4479",NA,NA
"4480",NA,NA
"4481",NA,NA
"4482",-95.309789,29.813142
"4483",NA,NA
"4484",NA,NA
"4485",-68.236187,44.291875
"4486",14.2246,60.5089
"4487",NA,NA
"4488",-46.63611,-23.5475
"4489",-111.67031,40.11995
"4490",NA,NA
"4491",NA,NA
"4492",-84.59103,14.02885
"4493",10.79784,45.16031
"4494",NA,NA
"4495",NA,NA
"4496",NA,NA
"4497",-71.4998,43.66702
"4498",-3.18,51.48
"4499",-90.25,15.5
"4500",NA,NA
"4501",NA,NA
"4502",-79.950968,40.47441
"4503",-1.8980725,52.4813678
"4504",-115.13722,36.17497
"4505",NA,NA
"4506",NA,NA
"4507",NA,NA
"4508",NA,NA
"4509",NA,NA
"4510",NA,NA
"4511",NA,NA
"4512",NA,NA
"4513",-74.08175,4.60971
"4514",NA,NA
"4515",-71.026964,42.370567
"4516",-80.207174,25.85219
"4517",-66.49989,18.24829
"4518",NA,NA
"4519",NA,NA
"4520",7,1
"4521",NA,NA
"4522",NA,NA
"4523",NA,NA
"4524",NA,NA
"4525",-71.026964,42.370567
"4526",9.91667,47.45
"4527",-45.96583,-23.30528
"4528",NA,NA
"4529",NA,NA
"4530",NA,NA
"4531",-96.777626,32.767268
"4532",NA,NA
"4533",NA,NA
"4534",-1.20558,52.86799
"4535",-71.230522,41.642297
"4536",-71.05977,42.35843
"4537",-118.021353,35.125624
"4538",-168.021815,24.859832
"4539",-116.421656,43.579067
"4540",-71.026964,42.370567
"4541",-71.026964,42.370567
"4542",103.85007,1.28967
"4543",NA,NA
"4544",-105.1255,52.20005
"4545",-71.414451,41.82275
"4546",-80.804151,35.26002
"4547",-122.869079,46.984767
"4548",NA,NA
"4549",-63.1222,-38.8444
"4550",-87.65005,41.85003
"4551",-2.9805393,53.4054719
"4552",-122.01774,37.388556
"4553",NA,NA
"4554",-0.83333,39.33333
"4555",-98.5,39.76
"4556",NA,NA
"4557",-102.86822,46.53918
"4558",NA,NA
"4559",-98.5,39.76
"4560",NA,NA
"4561",55.17181,25.22231
"4562",NA,NA
"4563",-71.026964,42.370567
"4564",-122.444335,47.253671
"4565",-74.005973,40.714269
"4566",-115.967051,34.839964
"4567",NA,NA
"4568",NA,NA
"4569",NA,NA
"4570",NA,NA
"4571",NA,NA
"4572",NA,NA
"4573",-102.41075,34.23314
"4574",14.42076,50.08804
"4575",-71.026964,42.370567
"4576",-75.8038,42.03424
"4577",-77.13998,39.09539
"4578",NA,NA
"4579",-98.5,39.76
"4580",-82.5001,28.75054
"4581",NA,NA
"4582",NA,NA
"4583",-75.68705,44.59132
"4584",NA,NA
"4585",-117.692883,35.590326
"4586",NA,NA
"4587",NA,NA
"4588",NA,NA
"4589",-98.5,39.76
"4590",NA,NA
"4591",NA,NA
"4592",NA,NA
"4593",-100.9828,22.14993
"4594",NA,NA
"4595",NA,NA
"4596",NA,NA
"4597",-123.275969,44.639931
"4598",NA,NA
"4599",-86.2604,39.8647
"4600",NA,NA
"4601",NA,NA
"4602",NA,NA
"4603",-72.09952,41.35565
"4604",-87.650052,41.850033
"4605",NA,NA
"4606",-1.075,51.433
"4607",NA,NA
"4608",-98.5,39.76
"4609",-71.026964,42.370567
"4610",-91.207356,33.608922
"4611",NA,NA
"4612",NA,NA
"4613",-98.68975,29.57801
"4614",NA,NA
"4615",-86.530319,39.766794
"4616",NA,NA
"4617",NA,NA
"4618",-102.86822,46.53918
"4619",NA,NA
"4620",NA,NA
"4621",NA,NA
"4622",NA,NA
"4623",NA,NA
"4624",NA,NA
"4625",0.3665169,51.7816441
"4626",NA,NA
"4627",-74.005973,40.714269
"4628",-120.50147,47.50012
"4629",NA,NA
"4630",NA,NA
"4631",-71.00289,42.144424
"4632",12.21667,45.83333
"4633",NA,NA
"4634",NA,NA
"4635",-0.45,39.58333
"4636",NA,NA
"4637",-79.009395,35.952739
"4638",NA,NA
"4639",NA,NA
"4640",-80.902344,41.176641
"4641",NA,NA
"4642",NA,NA
"4643",-122.22845,47.30732
"4644",-85.50033,44.25029
"4645",NA,NA
"4646",NA,NA
"4647",-102,23
"4648",-2.23743,53.48095
